0,1,2,3,4,5
 Sietbon Yu'us. ,God's servant,,,,
 Sigen papa'. ,Take the lower route,,,,
 Sigi mo'na. ,"Move on, onward, go forward",,,,
 Sigi tatte. ,"Retreat, move back",,,,
 Sigi magi. ,Come here,,,,
 Sigi halom. ,"Get in, go in or into",,,,
 Sigidas magi. ,Hurry over here,,,,
 Sigidas humanao asta i eskuela. ,Hurry up and go to school,,,,
 Dies sigidu kinenne'-ña na guihan. ,He caught ten fish  successively,,,,
 Menha hao gi sigiente puenge. ,You caught a great number of fish  on the following night,,,,
 Mumalangu yo' gi sigiente dia. ,I became sick the following day,,,,
 Tres bi'ahi sigilu. ,Three times in succession,,,,
 Sigun gi fino' nana-mu siña hun hao humugando. ,"According to  your mother's statement, she said that you can play",,,,
 Guahu i sigundon i mas amko' na patgon. ,I was the second oldest  child,,,,
 Manmanaitai i taotao siha. ,The people prayed,,,,
 Sikera un po'luyi yo' dos granon melon. ,At least you should  leave me two pieces of cantaloupe,,,,
 E'kat sumilok giya hami. ,Don't visit our house often,,,,
 Mandagi enao na sinangan. ,That which was said was false,,,,
 I sinangan i manprofeta. ,The words of the wise men,,,,
 I sina'pet-mu ni patgon muna'malangu gue'. ,Your exhausting the  child made him sick,,,,
 Sumindogga yo' asta i tasi. ,I went barefoot to the sea,,,,
 Ya-hu manestudia lao sinembatgo bai hu egga' kachido'. ,"I'd like  to study, but nevertheless I will watch the movie",,,,
 Hu sini i kafe gi halom basu. ,I put the coffee in the cup,,,,
 Sinilo' i chetnot-hu. ,My sore became worse,,,,
 Sinilo' si Juan anai mana'bubu gi huego. ,Juan lost his temper  when he was made angry at the game,,,,
 Sinilo' i nana anai i famagu'on-ña sigi manburuka. ,The mother  lost her temper when her children continued to make noise,,,,
 Sininbatgo ta konne' gue' maseha esta maggai gi kareta. ,No  alternative for us but to take him though the car was filled already,,,,
 Sininbatgo bai hu facho'cho' ha'. ,No choice but to work,,,,
 Hu siniyi i basu. ,I put something in the cup,,,,
 Rega hanom i flores sino siempre matai. ,Sprinkle the flower with  water,,,,
 otherwise it will die,,,,,
 Suette na ha li'e' i patgon gi tasi sino siña ha' matmos. ,It is  lucky that he saw the child at the sea,,,,
 otherwise he might have  drowned,,,,,
 Siña yo' humanao. ,I can go,,,,
 Hanao ha' sa' esta hu siñala i lugat. ,Go ahead (and do it)  because I have already marked the place,,,,
 Siñat para maolek na ha'ani pa'go sa' fresko i tiempo. ,It is a  sign of a good day today because the weather is cool,,,,
 Ha singao yo' i kek. ,I am sick of cake,,,,
 Siobo' hit pa'go. ,We are even up now,,,,
 Fotte na sirenu gi paigne. ,The humid air was extremely cold last  night,,,,
 Ha na'sinagu yo' i sirenu. ,The cold humidity caused me to have a  cold,,,,
 Konne' i lahi-mu para i siruana. ,Take your son to a herb doctor,,,,
 $Nateng i boti sis katgadu. ,The boat is slow because it is  loaded,,,,
 Sis ilelek-ta ha'. ,Because we have been saying that,,,,
 Hu sisi i papet ya hu yute' gi sagan basula. ,I tore the paper  and I threw it in the trashcan,,,,
 Ta sisi i hayon i liga. ,We split the lumber for the wall,,,,
 Hu sodda' i haggan mañañada' gi inai. ,I found the turtle  laying eggs in the sand,,,,
 Sohgon yo' ni masahalom. ,I am drenched with perspiration,,,,
 I bomba ha sohgue i hanom gi halom boti. ,The pump drained the  water out of the boat,,,,
 Masokkai i katsunes-hu gi halom tano'. ,My pants ripped off in  the forest,,,,
 I alamlen tituka' ha sokkai i katsunes-hu. ,The barbed wire  snagged my pants,,,,
 Bai hu hanao solamente humita. ,I will go provided that you go  with me,,,,
 Guahu ha' solamente gumimen i amot. ,I was the only one who drank  the medicine,,,,
 Guahu solu. ,I am alone,,,,
 Ti bai hu hanao solu matto hao. ,I won't go unless you come,,,,
 Hu songge i paliton maches. ,I burned the match stick,,,,
 So'on i kareta-ña anai hokkok gas. ,His car sputtered to a stop  when it ran out of gas,,,,
 Mana'so'on i binadu ni ga'lagu. ,The deer staggered from  exhaustion and the dog was growling for the kill,,,,
 Hu sopas i biskuchu yan i leche. ,I mixed the biscuit with the  milk,,,,
 Ha kanno' i patgon todu i sopas-ña. ,The child ate all his soup,,,,
 I bihu ha soppla i chigalu-ña. ,The old man puffed his cigar,,,,
 Ha sosongte yo' i dandan-mu humungok. ,I am fed up with listening  to your music,,,,
 Fa$notsot ni isao-mu. ,Repent of your sins,,,,
 I peskadot ha sottayi i guihan ni kotdet anai hinalla. ,The  fisherman slackened the fishing line for the fish when it pulled,,,,
 Sottayi yo' mas hilu. ,Slacken more string for me,,,,
 Sotterita ,(f),,,,
 Subes taya' salape'-hu ya un gagagao yo'. ,"Even though I have no  money, you are asking me",,,,
 Masubi i suetdo-ku. ,My salary was raised,,,,
" Subres ti mamaolek si tata-mu, ya sigi hao ha' pumasehu. ","Look,  your father is not well, and you still go out running around",,,,
" Subres ti ya-hu hao, ya un fafaisen yo'. ","Look, I don't like you,  and you keep asking me",,,,
 I babui ha sufa' i sini. ,The pig rooted up the taro,,,,
 Hu sufan i mangga. ,I peeled the mango,,,,
 Sugon i ga'lagu. ,Chase the dog away,,,,
 Suha guenao. ,Get away from there,,,,
 Hu suhayi i bulacheru. ,I evaded the drunkard,,,,
 Hu suheta si tata-hu anai bulachu. ,I subdued my father when he  was drunk,,,,
 Suheta pachot-mu. ,Control your mouth,,,,
 Ha suhu i hanom ni didu. ,He got some water with the water  container,,,,
 Mafondo i sihu gi tanken hanom. ,The water container sank in the  water tank,,,,
 Huchom sikos-mu. ,Shut your mouth. (Impolite.),,,,
 Maolek i silu' yanggen homhom i puenge. ,The torch-fishing is  good when the night is dark,,,,
 Sulon yo' papa' gi ekso'. ,I slid down the hill,,,,
 Sume' i batde. ,The bucket leaks,,,,
 Hu na'sume' i batde. ,I made the bucket leak,,,,
 Guaha dankolo na sume' gi batde. ,There is a big leak in the  bucket,,,,
 Sen ,plus infix -um-. Sumen bunita i palao'an. ,The girl became  very pretty,,,
 Ma sungon i maipen somnak gi plasa. ,They tolerated the heat of  the sun at the plaza,,,,
 Ha sungon i puten tiyan-ña gi gima'. ,He endured his stomach  ache at home,,,,
 Sungon ha' sa' ti maguaiya hao. ,"Accept it, because you are not  liked",,,,
 Hu suplika hao na un na'i yo' ni nisisidat-hu salape'. ,I entreat  you to lend me the money that I need,,,,
 Hu suponi na un tungo' i planu. ,I suppose you knew my plan,,,,
" Suruhanu (m). Also &siruana, siruhana",,,,,
 Hu susedi mamuno' dos na paharu gi un tiru ha'. ,I experienced  killing two birds with one shot,,,,
 Ginen hu susedi gumimen setbesa. ,I experienced drinking beer,,,,
 Hafa susiadet-mu? ,What happened to you?,,,,
 Suspechosu hao mampos na taotao. ,You are a suspicious person,,,,
 I patgon ha susu i sisun nana-ña. ,The child fed on his mother's  breast,,,,
 Dankolo na susu i sisu-ña i guaka. ,The teats of the cow are big,,,,
 Bunitu i kareta-ta. ,Our car is pretty,,,,
 Taffo' gue' matto gi gima'-mami. ,He was tactless in coming to  our house,,,,
 Nina'tagga' i patgon ni kalentura-ña. ,The child is flushed from  fever,,,,
 Hu taggam i lahi. ,I blocked the man. Cf. &Pattang,,,,
 Ta'hafkao siha finono'-mu. ,You are talking a bunch of  hocus-pocus,,,,
 Ta'hafkao bidada-mu. ,You have been up to something,,,,
 Ta'hafkao un na'kekehaftaimanu hao. ,Something you are trying to  do to yourself doesn't make any sense at all,,,,
 Tahdong i tasi gi hiyong i mama'te. ,The sea is deep outside the  reef,,,,
 Tahdong i hinasosso-ña pa'go. ,His thinking is profound now,,,,
 Bunitu tahtaotao-mu. ,Your body is nice,,,,
 Dankolo tahtaotao-ña i patgon. ,The child's body is big,,,,
 Taisalape' yo'. ,I don't have any money,,,,
 Tai'ase' i patgon gi che'lu-ña. ,The boy was cruel to his  brother,,,,
 Taiche' i minaolek-mu nu guahu. ,Your kindness to me has no limit,,,,
 Taigue i siya. ,The chair has disappeared,,,,
 Taigue i taotao. ,The man is absent,,,,
 Taiguenao kulot-ña i kareta-hu i kareta-mu. ,That color on your  car is the same as that color on my car,,,,
 Taiguenao un cho'gue yanggen mafaisen hao. ,That is the way to do  it when you are asked,,,,
 Taiguihi un cho'gue. ,That's the way you do it,,,,
 Taiguini matuge'-ña. ,This is how it should be written,,,,
 Hafa taimanu? ,How to do it? Taimanu mafattinas-ña i ahu? ,How  do you make ahu?,,,
 Takfe'na i dinagao-mu ni bola. ,You have thrown the ball way up  front,,,,
 Takhiyong hao gi tasi gi boti-mu. ,You are far out on the sea in  your boat,,,,
 Hu taka' ti humagong un minutu. ,I lasted one minute without  breathing,,,,
 Tinaka' una ora i klas-hu pa'go. ,My class takes up one hour  today,,,,
 Takfiha dinankolo-ña i tronkon hayu. ,Guess how big the tree is,,,,
 Takfihayi yo' ni yinemmok-ña i palao'an. ,Guess how fat the  woman is for me,,,,
 Ha takka' gi halom kahon para i antihos-ña. ,He groped inside  the box for his glasses,,,,
 Ha takka' i hinasso-ña. ,He searched for his thoughts,,,,
 Taklalo' si tata-hu. ,My father is stern,,,,
 Talakpapa'. ,"Face downward, look down from above",,,,
 Talaklichan. ,Face westward,,,,
 Talakhiyong. ,"Face outside, look out from inside",,,,
 Hu ta'lo rumipiti i palabra. ,I repeated the word again,,,,
 Fata'chong ta'lo. ,Sit down again,,,,
 Chule' ta'lo. ,"Regain, recover, etc",,,,
 Establesi ta'lo. ,Re-establish,,,,
 Fatto ta'lo. ,Come back again,,,,
 Hu ta'luyi numa'i hao mas guihan. ,I increased giving more fish  to you,,,,
 Hu tampe i guihan ni talaya-mu. ,I covered up the fish with your  throwing net,,,,
 Malingu i tampe. ,The lid is lost,,,,
 Ti ya-hu mapedde gi huegu tampoku hao. ,"I don't want to lose in  the game, and neither do you",,,,
 Tampoku un chachatao pot enao ha' na baban kareta. ,In no  condition should you be selfish about that junk car,,,,
 Humanao si tan Maria asta Guam. ,Madam Mary went to Guam,,,,
 Si tan Martha este. ,This is Madam Martha,,,,
 Hu tane' i amigu-hu gi gima'-hu. ,I detained my friend at my  house,,,,
 Ha tane' yo' i che'cho'-hu gi eskuela. ,My work at school  detained me,,,,
 Humalon i paluma gi tankat. ,The bird went into the cage,,,,
 Ha tankat i gayu nigap. ,He caged the rooster yesterday,,,,
 Tanken basula. ,Trash can,,,,
 Tanken gasilina. ,Gasoline drum,,,,
 Tanken hanom. ,Water tank,,,,
 Hu tanteha i minakkat-mu. ,I weighed your weight by lifting you  up,,,,
 Tanto hagu mana'halom gi lista. ,Even you are included on the  list,,,,
 Tanto guiya. ,"Including him, even he is included, he is also  included, he is included too, so is he",,,,
 Tantos di ti un atan i pinekkat-mu enao muna'matomba hao. ,"You  were not watching your step often, that was why you fell down",,,,
 Tantos di hu espiha hao asta ki guma'chong hit. ,I looked for you  often until we became partners,,,,
 Hu tanga lumi'e' Hapon. ,I wish to see Japan,,,,
 Un tanga chumule' pues un yute'. ,"You took it with desire, then  you discarded it",,,,
 Akgang na tanges. ,It is a loud cry,,,,
 Akgang i tanges. ,The cry is loud,,,,
 Tumatanges gue'. ,She is crying,,,,
 Tangsong i kati-ña i patgon. ,The child's cry was high pitched,,,,
 Hu tangyao i dos bola gi aire. ,I juggled the two balls in the  air,,,,
 I patgon maolek gi tangyao. ,The child is good in juggling,,,,
 Tumaohan i chetnot-hu. ,My wound became aggravated,,,,
 Ayu siha na taotagues iya sanhaya manmetgot. ,Those people from  down south are strong,,,,
 I nana ha ta'pang i patgon-ña taftaf gi ega'an. ,The mother  rinsed the urine off the child early in the morning,,,,
 Hu ta'pang i magagu-hu anai matto yo' ginen pumeska. ,I rinsed my  clothes with fresh water when I came from fishing,,,,
 Dankolo tasahos-mu ni katne. ,You sliced a big chunk of meat,,,,
 Manu nai siña ma$nule' yo' tasahos magagu para talapos? ,Where  can I find torn pieces of clothes for rags?,,,,
 Tatsiguru kao hu fatto gi Matso. ,I doubt whether I'll come in  March,,,,
 Tattaiguini che'cho'-mu. ,You have never done it like this,,,,
 Tatde ti hagu mas tataftaf guatu asta i che'cho'. ,You are  usually the earliest one there to work,,,,
 Tatde hagu mas tataftaf guatu asta i che'cho'. ,You are never the  earliest one there to work,,,,
" Tatfiet i mina'lak-ña i atdao, ha na'maya' yo'. ","So great was  the brilliance of the sun, it blurred my vision",,,,
 Tatfoi i pinalala-ña asta malagu. ,He was so much in a rush that  he ran,,,,
 Tatfoi i hinaspok-hu gi gima' asta ti hu lachai i na'-hu. ,I was  so full at home that I didn't finish my food,,,,
 Tatfoi i mina'o-ku gi tasi asta pumakpak i labios-hu. ,I was so  thirsty at sea that my lips cracked,,,,
 I patgon ha tatke i katsunes-ña. ,The child defecated in his  pants,,,,
 Tatnai hu li'e' iya America. ,I've never seen America,,,,
 Tatnai ti hagu mas burukento. ,You are almost always the noisiest  one,,,,
 Hafa tatos-mu? ,What is your bet?,,,,
 Hu na'tatte si Jose as Maria. ,I made Joseph follow Maria,,,,
 Tumatte si Jose as Maria. ,Joseph followed Maria,,,,
 Sigi tatte gi kuatto. ,Go back to the room,,,,
 Sigi tatte. ,Go to the rear,,,,
 Taya' salape'-hu. ,I don't have any money,,,,
 Taya' hao nai manbisita gi espitat. ,You have never visited the  hospital,,,,
 Taya' nai un hasso i totno-mu. ,You never thought of your turn,,,,
 Tayuyot i saina ya u guaha pas gi tano'. ,Implore the Lord so  that there will be peace in the world,,,,
 Para bai hu tayuyuti hao. ,I will pray for you,,,,
 Hafa tehnan hao? ,What else have you? Hafa tehnan? ,What is  left?,,,
 Teti'i i ichan. ,It's sprinkling rain,,,,
 Tekcho' i ga'lagu binadu. ,The dog is a deer eater,,,,
 I taotao tekcho' chada'. ,The man is a raw egg eater,,,,
 Hiningok-mu ha' enao gi telefon alaihai. ,You just heard that by  the grapevine,,,,
 Hu templa i gimen-hu kafe. ,I mixed my coffee,,,,
 Esta templao i gitala. ,The guitar has already been tuned up,,,,
 Teneki u ma li'e' hao gi ,They will surely see you at the party,,,,
 Teneki hu saolak hao. ,I'm going to spank you for sure,,,,
" Tenga, un sangan na ti ya-mu guihan. ",Usually you say that you  dislike fish,,,,
 Hafa na ti un kanno' i satmon lao tenga un mensiona na gof ya-mu.  ,"Why didn't you eat the salmom, since you usually mention that you  like it very much",,,,
 Ma tengteng i se'se'. ,They nicked the blade of the knife,,,,
 Te'ok na kaddo. ,It is a thick soup,,,,
 I palao'an hu na'te'ok i kaddo-ña. ,The woman made her soup  thicker,,,,
 Este ha' tetenan gi salape'-hu. ,This is all that was left over  of my money,,,,
 Hayi tetenan ti mafatto? ,Who remains missing? (Who else did not  come?),,,,
 Bai hu na'i hao tres meses na tetmenu. ,I will grant you a three  month period,,,,
 I tetmenu-mu fatta un a$nu. ,Your alloted time is one more year,,,,
 Tette i ichan anai humanao yo' para i eskuela. ,There was a  sprinkle of rain when I went to school,,,,
 Hu na'tette i hanom anai hu rega i flores. ,I sprinkled the water  when I watered the plant,,,,
 Ti chuma'igi hit gi tes nigap. ,We had an even-score on the test  yesterday,,,,
 Ti guailayi malak i tasi. ,Don't go to the ocean,,,,
 Ti guailayi si Jose mana'egga' mubi. ,Don't let Joe see the movie,,,,
 Ti guailayi un hugando ni salape'. ,It is not necessary to gamble  with money,,,,
" Tieneki, ti bumola yo' sa' appleng i kannai-hu. ",I surely won't  play ball because my hand is sprained,,,,
" Tieneki, ma li'e' hao gi gipot. ",Surely they will see you at the  party,,,,
 Bai hu sungon i tiguang-hu. ,I will bear my fellow man,,,,
 Tilingteng i buteya siha gi halom i kahon. ,The bottles clinked  inside the box,,,,
 Tres pie tinaddong-ña i maddok. ,The depth of the hole is three  feet,,,,
 Tuminane' i amigu-hu gi gima'-$niha. ,My friend was busy at their  house,,,,
 Despensa hun gue' ya u tinane'. ,He asked to be excused for he  needs to go to the toilet,,,,
 Tinekcha' i kalulot-hu ni haguha. ,My finger was punctured by the  needle,,,,
 Dankolo i tinekcha' chandia. ,The fruit of the watermelon is big,,,,
 Tingteng i sensiyu gi betsa-ku. ,The loose change jingled in my  pocket,,,,
 Tingteng i basu anai ma'otto gi lamasa. ,The cup clinked when it  hit the table,,,,
 Hu tira duru i bola. ,I threw the ball hard (by an underhand  pitch.),,,,
 Mamaki yo' un tiru. ,I fired one shot,,,,
 Hu hungok i tiru anai un paki i binadu. ,I heard the sound of  shot when you shot the deer,,,,
 To'a esta iteng-ña i chetda. ,The bunch of bananas is ready for  picking,,,,
 I sotteru to'a esta hinasso-ña. ,The bachelor's mind has already  been developed,,,,
 To'he tres gota. ,Add three drops,,,,
 Tohge tunas. ,Stand up straight,,,,
 Tumohge yo' gi hilo' i siya. ,I stood up on the chair,,,,
 Hu tohne i bentana sa' mayulang. ,I braced the window because it  was broken,,,,
 Ha tohne gue' gi lamasa. ,He braced himself against the table,,,,
 Toka i paluma anai hu paki. ,I hit the bird when I shot it,,,,
 Tokante ki ti hu li'e'. ,As long as I don't see it,,,,
 Hu tokpungi i machette. ,I made a handle for the machete,,,,
 Ha to'la'i i ga'lagu. ,He spit at the dog,,,,
 Hu tompo' i ma'estro ni addeng-hu. ,I tripped the teacher with my  foot,,,,
 Bula tori giya America. ,There are lots of towers in America,,,,
 Hu tosta i pan gi halom hotno. ,I toasted the bread in the oven,,,,
 Hu totniyu i banko kontra i satge. ,I screwed the bench down on  the floor,,,,
 Mana'mafnot i totniyu gi petta. ,The nut was tightened on the  door,,,,
 Tumotno yo' gi Sabalu. ,I was on duty Saturday,,,,
 Hu na'to'to i patgon. ,I laid the baby down on its back,,,,
 I bihu ha to'to' i hagon chupa. ,The old man picked the tobacco  leaves,,,,
 Bai hu totonok asta i gima'-mu. ,I will go down to your house,,,,
 Ha toyo' i mata-hu ni tommo-ña. ,He poked my face with his elbow,,,,
 Hu toyo' i amigu-hu gi tatalo'-ña. ,I nudged my friend in his  back,,,,
 Ti munhahayan yo' trabiha. ,I am not finished yet,,,,
 Kao trabiha ti humahanao hao? ,Didn't you leave yet?,,,,
 Gaige i tihong-hu na masasa'ang gi trabisa$no. ,My hat was put on  top of the crossbeam,,,,
 Applacha' trahi-ña gi gipot. ,His clothes were dirty at the  party,,,,
 Hu traiduti i binadu anai hu paki. ,I ambushed the deer when I  shot it,,,,
 Na'saonao yo' bumola tras iyo-ku i bola. ,"Let me join the ball  (game), besides, the ball is mine",,,,
 Trata yo' komu taotao. ,Treat me as a human being,,,,
 Si Juan ha tratos yo' ni ga'-ña guaka. ,John gave me a bargain  on his cow,,,,
 Guaha tratos-hu giya Guam. ,I have a bargain on Guam,,,,
 Triste yo' pot hagu. ,I was sad because of you,,,,
 Hu tucha i manha ya hu gimen. ,I punctured the green coconut and  drank it,,,,
 Si pale' ha tucha i lisayu gi gima' Yu'us. ,The priest led the  rosary in the church,,,,
 I katu ha tucho' i cha'ka. ,The cat ate the rat,,,,
 Hu tucho' i tininon guihan. ,I ate ravenously the barbequed fish,,,,
 I palao'an ha tufok i kanastra. ,The woman wove the basket,,,,
 Hu tuge' i katta. ,I wrote the letter,,,,
 Hu tugi'i si Maria ni katta. ,I wrote the letter to Maria,,,,
 Ha tugong yo' i ga'lagu. ,The dog charged at me,,,,
 Ya-hu na un tuhos gi bi'ahi-mu. ,I want you to have a good time  on your trip,,,,
 Hu tuka i kombetsasion. ,I started the conversation,,,,
 Tumulompo yo' yan i che'lu-hu. ,I played spinning tops with my  brother,,,,
 Dankolo i tolompo-ku. ,My spinning top is big,,,,
 Hu tulongtong i magagu-hu gi bateha. ,I pounded my clothes on the  washboard,,,,
 Un tulongtong i ilu-ña anai mumu-hamyo. ,You pounded his head  when you fought (together),,,,
 Taiganas,,,,,
 Tumaiguenao kulot-ña i magagu-hu anai fotgon. ,The color of my  clothes became like that when they were wet,,,,
 Tumaiguihi hao siempre chunge'-mu i biu-hu. ,Your hair will  probably become as white as that of my grandfather,,,,
 Tumaiguini i lassas-ña anai matunu gi guafi. ,His skin became  like this when he was burned in the fire,,,,
 Tumo'la' i patgon gi hilo' odda'. ,The child spit on the ground,,,,
 Tunok papa' gi tronkon hayu. ,Get down from the tree,,,,
 Tumunok yo' ginen i katre. ,I got down from the bed,,,,
 Tu'o' i atof i kusina. ,The kitchen's roof leaked,,,,
 Guaha tu'o' gi atof gima'-mu. ,There is a leak in the roof of  your house,,,,
 Hu tutno i rehas. ,I shaped the rails on a lathe,,,,
 Kao guaha uailes-mu? ,Do you have a wireless?,,,,
 Hafa para udai-mu? ,What will be your means of transportation?,,,,
 Hu ugas i mendioka. ,I made starch from tapioca,,,,
 Hu ugo' i asagua-hu. ,I am jealous of my spouse,,,,
 Uhu. ,Here it is,,,,
 Uhu i na'-mu. ,Here is your food,,,,
 Ma uke' i katgan-$niha ginen i gualo' asta i sengsong. ,They  carried their loads from the farm to the village,,,,
 Si Pete tumokcha' i guihan. ,Pete is the one who speared the fish,,,,
 I estudiante umestudia. ,The student is the one who studied,,,,
 Hu uma un kostat pugas asta i gima'. ,I carried a sack of rice to  the house,,,,
 Umafulo' i dos patgon. ,The two children wrestled one another,,,,
 Manafulo' i manchampion siha. ,All the champions wrestled one  another,,,,
 Umakkamo' yo' yan i Amerikana. ,I married (with) the American  girl,,,,
 Umesgen i sanhilo' yo'. ,I went the upper way,,,,
 Umesgen i tasi gue' para Susupe. ,He went by the sea to Susupe,,,,
 Umespongha i pigas anai masumai gi hanom. ,The rice swelled up  when it absorbed the water,,,,
 Kao un li'e' i palao'an? ,Did you see the woman?,,,,
 Ala una pa'go. ,It is one o'clock now,,,,
 Unmanada na taotao gumuaiya manegga' afulo'. ,There are plenty of  people who like to watch wrestling,,,,
 Unratu ha' sumaga i lahi. ,The man stayed only for a moment,,,,
 Yanggen un ungak siempre u poddong. ,If you knock him off balance  he will fall,,,,
 Gaige ha' guini gi uriya. ,It is somewhere nearby here,,,,
 Hu uriyayi kumollat i lenderu. ,I encircled the boundary by  putting up a fence,,,,
 I patgon ha uriyayi i kabayu. ,The child came close to the horse,,,,
 Hu usa i payu-mu nigap. ,I used your umbrella yesterday,,,,
 Cho'gue este usea munga humanao. ,Do this or else don't go,,,,
 Hu usuni lumi'of asta i fondo gi tasi. ,I persisted in trying to  dive to the bottom of the ocean,,,,
 Hu na'utas i papet-hu yanggen mangge' yo'. ,I conserve my papers  when I write,,,,
 Humanao yo' asta i lancho ya hu na'chocho i mannok siha. ,I went  to the ranch and I fed the chickens,,,,
 Gumimen yo' setbesa ya bulachu yo'. ,I drank beer and I was drunk,,,,
 Ya- ,plus guatu,,,,
 Hu yabbao i ñamu gi kanton talanga-hu. ,I swatted at the  mosquito next to my ear,,,,
 Ma yabbao i halom tano'. ,They cleared the forest,,,,
 Mayagai i patgon anai umaguaguat gi gima'. ,The child was spanked  when he was naughty at the house,,,,
 Ma yagai i lahi anai ha kasi siha. ,They hurt the man when he  teased them,,,,
 Hu ya'ho i estudiante gi eskuela. ,I woke up the student at  school,,,,
 Hu yalaka' i ensalada. ,I mixed the salad,,,,
 Si Juan yan guahu umo'mak gi tasi. ,John and I swam in the ocean,,,,
 Gumimen yo' kok yan bumaila yo' gi gipot. ,I drank coke and I  danced at the party,,,,
" Si Maria ha dagi si Jesus, humuyong dankolo na yanto. ","Maria lied  to Jesus, there followed big trouble",,,,
 Yanggen guaha salape'-hu bai hu famahan kareta. ,"If I had money,  I would buy the car",,,,
 Yanggen ha apasi yo' bai hu fahan i kareta. ,When he pays me I  will buy the car,,,,
 Hayi tumutuhon i yaoyao? ,Who started the disturbance?,,,,
 Hu yilulok i papet ya hu yute' gi sagan basula. ,I wadded the  paper up and I threw it in the trash can,,,,
 Hu yilulok i pomada gi kannai-hu. ,I rubbed the pomade in between  my hands,,,,
 Ti ya-hu na u guaha yinaoyao gi entre hita na mangga'chong. ,I  don't like to have troubles among us friends,,,,
 Chumocho yo'. ,I ate,,,,
 Chumocho yo' kahet. ,I ate an orange,,,,
 Un pacha yo'. ,You touched me,,,,
 Ya-hu yuhi na lepblo guatu. ,I like that book there,,,,
 ,,,,,
